Src   Dst   Srvport  Utilized (ns)   Utilization
71    732   YES      12              0.00%
72    736   YES      12              0.00%
72    743   YES      12              0.00%
73    737   YES      12              0.00%
73    742   YES      12              0.00%
74    738   YES      12              0.00%
74    741   YES      12              0.00%
75    739   YES      12              0.00%
75    740   YES      12              0.00%
76    744   YES      12              0.00%
76    751   YES      12              0.00%
77    745   YES      12              0.00%
77    750   YES      12              0.00%
78    746   YES      12              0.00%
78    749   YES      12              0.00%
79    747   YES      12              0.00%
79    748   YES      12              0.00%
80    752   YES      12              0.00%
80    759   YES      12              0.00%
81    753   YES      12              0.00%
81    758   YES      12              0.00%
82    754   YES      12              0.00%
82    757   YES      12              0.00%
83    755   YES      12              0.00%
83    756   YES      12              0.00%
84    760   YES      12              0.00%
84    767   YES      12              0.00%
85    761   YES      12              0.00%
85    766   YES      12              0.00%
86    762   YES      12              0.00%
86    765   YES      12              0.00%
87    763   YES      12              0.00%
87    764   YES      12              0.00%
88    768   YES      12              0.00%
88    775   YES      12              0.00%
89    769   YES      12              0.00%
89    774   YES      12              0.00%
90    770   YES      12              0.00%
90    773   YES      12              0.00%
91    771   YES      12              0.00%
91    772   YES      12              0.00%
92    776   YES      12              0.00%
92    783   YES      12              0.00%
93    777   YES      12              0.00%
93    782   YES      12              0.00%
94    778   YES      12              0.00%
94    781   YES      12              0.00%
95    779   YES      12              0.00%
95    780   YES      12              0.00%
96    784   YES      12              0.00%
96    791   YES      12              0.00%
